id,source,sender,subject,body,timestamp,category,priority_label,action_required,action_text,label_source,confidence,decision_path
sms_151,sms,JA-JioPay,(none),"ATTENTION! 90% of available data used as on 04-Dec-24 15:57 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB Balance Data quota : 74.56 MB Plan Name : MRP 19 Plan Validity : 11-Dec-24 20:43 If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-04T15:57:15+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_152,sms,JA-JioPay,(none),"04-Dec-24 15:57 నాటికి 90% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు: 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి బ్యాలెన్స్ డేటా: 74.56 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ : 11-Dec-24 20:43  మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 100% డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-04T15:57:16+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_153,sms,JA-JioPay,(none),"ALERT! 100% of available Data exhausted as on 04-Dec-24 16:12 ! Jio Number : 6304993823  Plan Name : MRP 19  If you do not have other data plan then your internet speed will now be reduced. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-04T16:12:01+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_154,sms,JA-JioPay,(none),"04-Dec-24 16:12 నాటికి 100% డేటా కోటా అయిపోయింది. జియో నంబరు: 6304993823 ప్లాన్ పేరు: MRP 19 బకెట్ పేరు: Data మీకు ఇతర యాక్టివ్ రీఛార్జ్ ప్లాన్ లేదా 4G డేటా వోచర్ లేకపోతే ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-04T16:12:02+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_155,sms,VM-AXISBK,(none),"INR 300.00 debited A/c no. XX4634 04-12-24, 16:20:56 UPI/P2A/674088017694/RAMISETTY VEERABABU Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-04T16:20:58+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_156,sms,JX-JioPay,(none),"రూ. 19.0 యొక్క రీఛార్జ్ విజయవంతమైనది.   Jio నంబర్ : 6304993823. ఆఫర్ వివరాలు :  Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity లావాదేవీ ID: 173330951755247425131 ప్లాన్ వివరాలను కొరకు - https://www.jio.com/dl/my_plans మీ ఇటీవలి రీఛార్జ్ అనుభవాన్ని మాతో పంచుకోండి - https://www.jio.com/en-in/jio-rech-exp-survey-telugu?custid=173330951755247425131",2024-12-04T16:22:07+00:00,promotion,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_157,sms,JD-JIOCPN,(none),"Dear User,  You’ve earned OTT Play 37+ subscriptions at JUST ₹99 on Jio Recharge. Click on https://t.jio/JIOCPN/6jXgss to claim your coupon! T&C  Team JioCoupon",2024-12-04T16:22:07+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_disagree,0.92,rule+llm_disagree
sms_158,sms,AD-AXISBK,(none),"INR 24.00 debited A/c no. XX4634 04-12-24, 18:20:51 UPI/P2M/783845403959/SUREKHABEN SONI Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-04T18:20:53+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_159,sms,JG-JIOSVC,(none),"Jio కు కాల్ చేసినందుకు ధన్యవాదములు! మీ Jio నంబర్ యొక్క బ్యాలన్స్, వ్యాలిడిటీ, ప్రస్తుతప్లాన్ వివరాలు, కొత్త ఆఫర్లు మరియు మరెన్నో వివరాలు లభిస్తాయి. ఇప్పుడే చూడడానికి ఈ లింక్ https://www.jio.com/dl/dashboard_home క్లిక్ చేయండి",2024-12-04T19:58:05+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_160,sms,Google,(none),G-501016 is your Google verification code. Don't share your code with anyone.,2024-12-04T20:45:35+00:00,security,high,1,Use OTP 501016; do not share.,rule+llm_agree,0.98,rule+llm_agree
sms_161,sms,JM-NSESMS,(none),"UPSTOX SECURITIES PRIVATE LIMI on 16-11-24 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE",2024-12-04T21:20:47+00:00,transaction,high,1,Verify transaction details and report if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_162,sms,JA-JioPay,(none),"Usage Alert! 50% of available data used as on 05-Dec-24 00:05 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB  Balance Data quota : 468.99 MB Plan Name : MRP 19  Validity : 11-Dec-24 20:43  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-05T00:20:33+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_163,sms,VM-MCLBLZ,(none),"Dear User, Your deal of the day awaits!  Buy 2kg Biozyme Performance Whey PR @ Rs. 5099 + Free Gallon Bottle: http://u3.mnge.co/MCLBLZ/LGDlgJA -MuscleBlaze",2024-12-05T12:07:45+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_164,sms,JA-JioPay,(none),"Usage Alert! 50% of daily data used as on 05-Dec-24 13:46 ! Jio Number : 6304993823  Daily Data quota as per plan : 2 GB  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-05T13:46:54+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_165,sms,JA-JioPay,(none),"05-Dec-24 13:46 నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-05T13:46:59+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_166,sms,919704288194,(none),"Dear Customer, +919704288194 is now available to take calls.",2024-12-05T13:59:53+00:00,notification,low,0,,rule+llm_agree,0.98,rule+llm_agree
sms_167,sms,VM-AXISBK,(none),"INR 58000.00 credited A/c no. XX4634 05-12-24, 14:06:02 IST UPI/P2A/974382319941/VASAM RAM/AXIS BANK - Axis Bank",2024-12-05T14:06:03+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_168,sms,AX-AxisBk,(none),"INR 37.00 debited A/c no. XX4634 05-12-24, 16:24:21 UPI/P2M/445433922200/Jay Ambe Provision Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-05T16:24:24+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_169,sms,JA-JioPay,(none),"05-Dec-24 16:51 Hrs నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-05T16:51:20+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_170,sms,JA-JioPay,(none),"ATTENTION! 90% of daily data daily data used as on 05-Dec-24 16:55 ! Jio Number : 6304993823 Daily quota as per plan :2 GB If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-05T16:55:19+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_171,sms,JA-JioPay,(none),"05-Dec-24 16:55 నాటికీ 90% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి. మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 2 GB డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-05T16:55:20+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_172,sms,JA-JIOPAY,(none),"ALERT! 100% of daily data exhausted as on 05-Dec-24 17:01 ! Jio Number : 6304993823  Daily quota as per plan : 2 GB Daily data quota will be restored on : 06-Dec-24 00:35 If you do not have other data plan then your internet speed will now be reduced to 64 Kbps. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-05T17:01:14+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_173,sms,JA-JIOPAY,(none),"05-Dec-24 17:01 నాటికి 100% రోజువారీ 2 GB డేటా కోటా అయిపోయింది. జియో నంబరు: 6304993823 రోజువారీ హై స్పీడ్ డేటా కోటా 06-Dec-24 00:35 గంటలకు పునరుద్ధరించబడుతుంది. మీరు మీ డేటా కోటాను ఎక్కడ వినియోగించారో తెలుసుకోవడానికి, ఈ లింకు http://tiny1.jio.com/HelpfulTips ను క్లిక్ చేయండి.",2024-12-05T17:01:15+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_174,sms,JA-JioPay,(none),"05-Dec-24 17:12 Hrs నాటికి 50% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 బ్యాలెన్స్ డేటా: 116.0 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ: 11-Dec-24 20:43 Hrs గంటలు మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, www.jio.com/GetMyJio క్లిక్ చేయండి",2024-12-05T17:12:40+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_175,sms,JA-JioPay,(none),"ATTENTION! 90% of available data used as on 05-Dec-24 17:13 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB Balance Data quota : 57.97 MB Plan Name : MRP 19 Plan Validity : 11-Dec-24 20:43 If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-05T17:13:41+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_176,sms,JA-JioPay,(none),"05-Dec-24 17:13 నాటికి 90% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు: 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి బ్యాలెన్స్ డేటా: 57.97 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ : 11-Dec-24 20:43  మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 100% డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-05T17:13:42+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_177,sms,JA-JioPay,(none),"ALERT! 100% of available Data exhausted as on 05-Dec-24 17:19 ! Jio Number : 6304993823  Plan Name : MRP 19  If you do not have other data plan then your internet speed will now be reduced. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-05T17:19:28+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_178,sms,JA-JioPay,(none),"05-Dec-24 17:19 నాటికి 100% డేటా కోటా అయిపోయింది. జియో నంబరు: 6304993823 ప్లాన్ పేరు: MRP 19 బకెట్ పేరు: Data మీకు ఇతర యాక్టివ్ రీఛార్జ్ ప్లాన్ లేదా 4G డేటా వోచర్ లేకపోతే ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-05T17:19:29+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_179,sms,AX-AxisBk,(none),"INR 30.00 debited A/c no. XX4634 05-12-24, 17:28:16 UPI/P2A/496489389946/VASAM  SIDDHARTHA Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-05T17:28:18+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_180,sms,JG-JioPay,(none),"రూ. 19.0 యొక్క రీఛార్జ్ విజయవంతమైనది.   Jio నంబర్ : 6304993823. ఆఫర్ వివరాలు :  Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity లావాదేవీ ID: 173340003654287925682 ప్లాన్ వివరాలను కొరకు - https://www.jio.com/dl/my_plans మీ ఇటీవలి రీఛార్జ్ అనుభవాన్ని మాతో పంచుకోండి - https://www.jio.com/en-in/jio-rech-exp-survey-telugu?custid=173340003654287925682",2024-12-05T17:30:55+00:00,promotion,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_181,sms,JK-JIOCPN,(none),"Dear User,  You’ve earned Flat 60% OFF on Tees by Fastrack Sunglasses(Code-JIO60) on Jio Recharge. Click on https://t.jio/JIOCPN/9VVx3s to claim your coupon! T&C  Team JioCoupon",2024-12-05T17:31:04+00:00,promotion,low,0,,rule+llm_agree,0.98,rule+llm_agree
sms_182,sms,AX-PHONPE,(none),Parul University has requested money from you on PhonePe.Rs.57175 will be debited from your account on approving the request - https://phone.pe/PHONPE/mtcy549m,2024-12-05T20:27:56+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_183,sms,AX-AxisBk,(none),"INR 57175.00 debited A/c no. XX4634 05-12-24, 20:28:07 UPI/P2M/434020766191/Parul University Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-05T20:28:08+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_184,sms,VM-EASEBZ,(none),"Dear Customer, Thank you for making a successful transaction. Your transaction with TXN ID: E2412050BSQT6V has been successfully processed. Your amount deducted is Rs. 57175.0  -Easebuzz",2024-12-05T20:28:11+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_185,sms,AX-AXISBK,(none),"INR 100.00 debited A/c no. XX4634 05-12-24, 20:58:24 UPI/P2A/503301905822/VASAM  SIDDHARTHA Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-05T20:58:26+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_186,sms,JD-SBIUPI,(none),Dear UPI user A/C X6996 debited by 30.0 on date 05Dec24 trf to Jay Ambe Provisi Refno 470610985351. If not u? call 1800111109. -SBI,2024-12-05T20:58:39+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_187,sms,JA-JioPay,(none),"Usage Alert! 50% of available data used as on 06-Dec-24 00:19 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB  Balance Data quota : 325.38 MB Plan Name : MRP 19  Validity : 11-Dec-24 20:43  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-06T00:33:36+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_188,sms,JA-JioPay,(none),"06-Dec-24 00:19 నాటికి 50% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 బ్యాలెన్స్ డేటా: 325.38 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ: 11-Dec-24 20:43 గంటలు మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, www.jio.com/GetMyJio క్లిక్ చేయండి",2024-12-06T00:38:28+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_189,sms,JA-JioPay,(none),"06-Dec-24 00:38 Hrs నాటికి 50% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 బ్యాలెన్స్ డేటా: 162.8 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ: 11-Dec-24 20:43 Hrs గంటలు మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, www.jio.com/GetMyJio క్లిక్ చేయండి",2024-12-06T00:38:58+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_190,sms,JA-JioPay,(none),"Usage Alert! 50% of daily data used as on 06-Dec-24 04:52 ! Jio Number : 6304993823  Daily Data quota as per plan : 2 GB  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-06T04:52:21+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_191,sms,JA-JioPay,(none),"06-Dec-24 04:52 నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-06T04:52:24+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_192,sms,VM-MCLBLZ,(none),"Dear User, This is trending! Catch 2kg Biozyme Performance Whey, Gym Bag and Shaker Combo @ Rs. 5099 today: http://u3.mnge.co/MCLBLZ/jBPM1mB -MuscleBlaze",2024-12-06T12:21:48+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_193,sms,+919347478230,(none),Raja call me,2024-12-06T14:59:20+00:00,notification,low,0,,llm,0.95,llm
sms_194,sms,JA-JioPay,(none),"06-Dec-24 15:35 Hrs నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-06T15:35:37+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_195,sms,JA-JioPay,(none),"ATTENTION! 90% of daily data daily data used as on 06-Dec-24 15:47 ! Jio Number : 6304993823 Daily quota as per plan :2 GB If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-06T15:47:10+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_196,sms,JA-JioPay,(none),"06-Dec-24 15:47 నాటికీ 90% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి. మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 2 GB డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-06T15:47:12+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_197,sms,JA-JIOPAY,(none),"ALERT! 100% of daily data exhausted as on 06-Dec-24 15:54 ! Jio Number : 6304993823  Daily quota as per plan : 2 GB Daily data quota will be restored on : 07-Dec-24 00:35 If you do not have other data plan then your internet speed will now be reduced to 64 Kbps. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-06T15:54:17+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_198,sms,JA-JIOPAY,(none),"06-Dec-24 15:54 నాటికి 100% రోజువారీ 2 GB డేటా కోటా అయిపోయింది. జియో నంబరు: 6304993823 రోజువారీ హై స్పీడ్ డేటా కోటా 07-Dec-24 00:35 గంటలకు పునరుద్ధరించబడుతుంది. మీరు మీ డేటా కోటాను ఎక్కడ వినియోగించారో తెలుసుకోవడానికి, ఈ లింకు http://tiny1.jio.com/HelpfulTips ను క్లిక్ చేయండి.",2024-12-06T15:54:18+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_199,sms,JA-JioPay,(none),"ATTENTION! 90% of available data used as on 06-Dec-24 16:26 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB Balance Data quota : 81.35 MB Plan Name : MRP 19 Plan Validity : 11-Dec-24 20:43 If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-06T16:26:10+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_200,sms,JA-JioPay,(none),"06-Dec-24 16:26 నాటికి 90% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు: 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి బ్యాలెన్స్ డేటా: 81.35 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ : 11-Dec-24 20:43  మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 100% డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-06T16:26:11+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_201,sms,JA-JioPay,(none),"ALERT! 100% of available Data exhausted as on 06-Dec-24 16:31 ! Jio Number : 6304993823  Plan Name : MRP 19  If you do not have other data plan then your internet speed will now be reduced. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-06T16:31:07+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
